frame,name,x,y,w,h,confidence,ground_truth
318,dumbbell,79,178,30,40,0.9582968,0
318,jump rope,72,184,30,69,0.98087823,0
318,step,246,187,55,65,0.96408933,0
318,drawer,337,151,29,31,0.96471345,0
318,granola bar,340,153,13,14,0.9492116,0
318,notebook,358,150,22,23,0.896449,0
318,pen,364,151,10,10,0.6421975,0
318,sport drink,333,140,17,19,0.93032235,0
318,water bottle,337,133,21,23,0.9257959,0
318,pill bottle,338,144,10,11,0.9058757,0
318,spray bottle,346,118,23,25,0.93475205,0
318,paper towel,349,124,25,28,0.94553363,0
320,dumbbell,79,177,30,40,0.9639665,0
320,jump rope,73,183,28,72,0.98446214,0
320,step,246,186,55,66,0.9349424,0
320,drawer,332,151,29,31,0.95939213,0
320,granola bar,341,153,13,14,0.95206016,0
320,notebook,353,150,22,23,0.93273985,0
320,pen,362,148,10,10,0.7879865,0
320,sport drink,335,140,17,19,0.9524169,0
320,water bottle,340,132,21,23,0.93451107,0
320,pill bottle,337,144,10,11,0.949268,0
320,spray bottle,349,121,23,25,0.962356,0
320,paper towel,349,121,25,28,0.9338956,0
322,dumbbell,78,176,30,40,0.951816,0
322,jump rope,73,183,27,74,0.9768276,0
322,step,245,192,55,65,0.92483455,0
322,drawer,336,155,29,31,0.94699866,0
322,granola bar,343,155,13,14,0.88200635,0
322,notebook,350,146,22,23,0.924159,0
322,pen,361,147,10,10,0.8292945,0
322,sport drink,339,139,17,19,0.95059013,0
322,water bottle,340,132,21,23,0.96624583,0
322,pill bottle,338,145,10,11,0.7969387,0
322,spray bottle,349,121,23,25,0.91607654,0
322,paper towel,352,125,25,28,0.91418916,0
324,dumbbell,78,175,30,40,0.94906116,0
324,jump rope,74,182,26,75,0.97399,0
324,step,246,174,54,66,0.9254704,0
324,drawer,336,155,29,31,0.9705602,0
324,granola bar,341,156,13,14,0.9457239,0
324,notebook,344,152,22,24,0.9151454,0
324,pen,358,148,10,10,0.57586646,0
324,sport drink,339,142,17,19,0.9471569,0
324,water bottle,341,135,21,24,0.9413892,0
324,pill bottle,338,147,10,11,0.9462716,0
324,spray bottle,349,121,23,25,0.9716878,0
324,paper towel,349,121,25,28,0.93877816,0
326,dumbbell,78,174,30,40,0.9592127,0
326,jump rope,74,182,26,76,0.9832292,0
326,step,246,173,54,66,0.87986875,0
326,drawer,336,154,29,31,0.9489775,0
326,granola bar,345,158,13,14,0.88113767,0
326,notebook,348,152,21,24,0.9499741,0
326,pen,357,149,10,10,0.8121392,0
326,sport drink,340,141,17,19,0.9110609,0
326,water bottle,341,135,21,23,0.9173171,0
326,pill bottle,340,148,10,11,0.7965361,0
326,spray bottle,352,117,23,25,0.9221993,0
326,paper towel,349,118,25,28,0.87357855,0
328,dumbbell,78,174,30,40,0.9501753,0
328,jump rope,74,182,26,76,0.97761095,0
328,step,246,171,54,66,0.86512524,0
328,drawer,336,150,29,31,0.9318558,0
328,granola bar,349,161,13,14,0.81979364,0
328,notebook,351,149,21,24,0.80690336,0
328,pen,355,149,10,10,0.73996645,0
328,sport drink,338,144,17,18,0.890266,0
328,water bottle,341,135,21,23,0.9279752,0
328,pill bottle,339,147,10,11,0.9463477,0
328,spray bottle,352,117,23,25,0.9467508,0
328,paper towel,349,122,25,28,0.8914255,0
330,dumbbell,78,178,30,40,0.96222484,0
330,jump rope,74,181,25,76,0.98258334,0
330,step,246,171,54,66,0.953709,0
330,drawer,337,150,29,31,0.9663376,0
330,granola bar,348,161,13,14,0.94523555,0
330,notebook,349,149,21,24,0.9585142,0
330,pen,354,150,10,10,0.92805874,0
330,sport drink,338,141,17,18,0.90787,0
330,water bottle,341,135,21,23,0.9600387,0
330,pill bottle,338,147,10,11,0.7090486,0
330,spray bottle,352,117,23,25,0.95869213,0
330,paper towel,349,118,25,28,0.9520903,0
332,dumbbell,78,177,30,40,0.9611423,0
332,jump rope,74,181,25,77,0.9876599,0
332,step,246,169,54,66,0.92693806,0
332,drawer,337,150,29,32,0.93218094,0
332,granola bar,346,159,13,14,0.8859302,0
332,notebook,352,149,21,25,0.9513688,0
332,pen,353,148,10,10,0.8107601,0
332,sport drink,341,141,17,18,0.8412954,0
332,water bottle,344,135,21,23,0.9367307,0
332,pill bottle,337,148,10,11,0.6766031,0
332,spray bottle,355,116,23,25,0.97082686,0
332,paper towel,353,119,25,28,0.9607108,0
334,dumbbell,79,177,30,40,0.95926344,0
334,jump rope,74,180,25,77,0.98767847,0
334,step,253,175,54,66,0.9282194,0
334,drawer,340,146,29,32,0.9209733,0
334,granola bar,347,160,12,15,0.897917,0
334,notebook,347,151,21,25,0.897602,0
334,pen,351,147,10,10,0.6929806,0
334,sport drink,339,139,17,18,0.83361787,0
334,water bottle,345,134,21,23,0.8968863,0
334,pill bottle,340,147,10,11,0.7242193,0
334,spray bottle,359,115,23,25,0.95134324,0
334,paper towel,356,119,26,28,0.9296374,0
336,dumbbell,79,176,30,40,0.967595,0
336,jump rope,74,180,25,77,0.97559005,0
336,step,252,173,54,66,0.93119335,0
336,drawer,341,141,29,32,0.94041616,0
336,granola bar,345,162,13,15,0.8700302,0
336,notebook,344,144,22,25,0.88558495,0
336,pen,354,143,10,10,0.7994417,0
336,sport drink,337,146,17,19,0.92069566,0
336,water bottle,345,135,22,23,0.93626535,0
336,pill bottle,336,146,10,11,0.72661614,0
336,spray bottle,359,116,23,25,0.9586575,0
336,paper towel,352,119,26,27,0.9503923,0
338,dumbbell,79,176,30,40,0.96276987,0
338,jump rope,74,181,25,78,0.9833529,0
338,step,252,171,53,66,0.9565627,0
338,drawer,340,141,29,32,0.9730598,0
338,granola bar,351,160,13,15,0.8339888,0
338,notebook,347,144,22,25,0.93967223,0
338,pen,352,145,10,10,0.8629175,0
338,sport drink,335,148,17,19,0.7907093,0
338,water bottle,345,134,22,23,0.9632426,0
338,pill bottle,341,144,10,11,0.64874166,0
338,spray bottle,358,117,23,24,0.9528388,0
338,paper towel,351,122,26,27,0.9442544,0
340,dumbbell,79,176,30,40,0.95770574,0
340,jump rope,74,181,25,79,0.98415345,0
340,step,251,152,53,66,0.931028,0
340,drawer,340,140,29,32,0.9728494,0
340,granola bar,353,160,13,15,0.8175007,0
340,notebook,348,144,22,25,0.9428165,0
340,pen,353,143,10,10,0.9127822,0
340,sport drink,333,147,17,19,0.87562805,0
340,water bottle,345,134,22,23,0.94575846,0
340,pill bottle,340,143,10,11,0.68678916,0
340,spray bottle,358,118,23,24,0.9721255,0
340,paper towel,350,122,26,27,0.9484107,0
342,dumbbell,80,180,29,40,0.96684265,0
342,jump rope,74,181,25,78,0.98323387,0
342,step,250,142,52,67,0.96378815,0
342,drawer,340,140,30,32,0.9589186,0
342,granola bar,353,158,13,15,0.840782,0
342,notebook,348,141,22,25,0.9127092,0
342,pen,352,142,10,10,0.86906374,0
342,sport drink,333,147,17,19,0.9110407,0
342,water bottle,348,135,21,23,0.91268516,0
342,pill bottle,339,141,10,11,0.8356651,0
342,spray bottle,358,117,23,25,0.9319054,0
342,paper towel,358,119,26,28,0.8283359,0
344,dumbbell,80,180,30,40,0.95888203,0
344,jump rope,75,181,25,79,0.9771947,0
344,step,249,142,52,67,0.9726503,0
344,drawer,340,136,30,32,0.92863965,0
344,granola bar,357,160,13,15,0.7817719,0
344,notebook,348,135,22,25,0.90710956,0
344,pen,355,140,10,10,0.84591377,0
344,sport drink,331,145,17,19,0.9211513,0
344,water bottle,348,131,21,23,0.9416059,0
344,pill bottle,339,141,10,10,0.88828707,0
344,spray bottle,361,117,23,24,0.93934256,0
344,paper towel,354,123,26,28,0.9352653,0
346,dumbbell,80,179,29,40,0.96531636,0
346,jump rope,74,180,25,79,0.9820239,0
346,step,248,133,52,66,0.96926886,0
346,drawer,339,136,30,32,0.9133415,0
346,granola bar,360,162,13,15,0.91247964,0
346,notebook,349,132,22,25,0.956714,0
346,pen,355,138,10,11,0.95329964,0
346,sport drink,329,142,17,19,0.93825096,0
346,water bottle,349,131,21,24,0.9313318,0
346,pill bottle,338,141,10,11,0.8947585,0
346,spray bottle,361,114,23,24,0.93395895,0
346,paper towel,355,120,26,28,0.87553954,0
348,dumbbell,80,178,29,40,0.96718264,0
348,jump rope,74,180,25,79,0.9865997,0
348,step,248,132,52,66,0.8914086,0
348,drawer,343,136,31,32,0.9291312,0
348,granola bar,360,162,13,15,0.95590085,0
348,notebook,352,132,22,25,0.92113763,0
348,pen,354,135,10,10,0.9110053,0
348,sport drink,327,142,17,19,0.9168066,0
348,water bottle,349,128,21,23,0.88058144,0
348,pill bottle,337,140,10,10,0.7841082,0
348,spray bottle,357,114,23,25,0.97212213,0
348,paper towel,358,120,26,27,0.9233962,0
350,dumbbell,80,182,29,40,0.9601005,0
350,jump rope,74,179,25,80,0.9835279,0
350,step,247,131,52,66,0.9381158,0
350,drawer,343,135,31,32,0.9439978,0
350,granola bar,360,163,13,14,0.95935655,0
350,notebook,352,132,22,25,0.9367029,0
350,pen,353,136,10,10,0.8664562,0
350,sport drink,325,142,17,19,0.9179005,0
350,water bottle,349,128,21,24,0.9228615,0
350,pill bottle,336,141,10,11,0.87605375,0
350,spray bottle,357,113,23,25,0.93642974,0
350,paper towel,351,120,26,28,0.8455739,0
352,dumbbell,79,181,29,40,0.9642526,0
352,jump rope,74,179,25,80,0.98363703,0
352,step,253,130,51,66,0.95045215,0
352,drawer,343,130,31,32,0.9282339,0
352,granola bar,360,163,13,15,0.93477166,0
352,notebook,349,129,22,25,0.97498894,0
352,pen,355,135,10,10,0.9130806,0
352,sport drink,325,140,17,19,0.9537884,0
352,water bottle,349,128,21,24,0.9601311,0
352,pill bottle,334,140,10,11,0.8796483,0
352,spray bottle,361,113,23,24,0.95893556,0
352,paper towel,355,119,26,28,0.92486244,0
354,dumbbell,79,180,29,40,0.97350806,0
354,jump rope,74,179,25,79,0.98881,0
354,step,252,135,51,65,0.9400456,0
354,drawer,352,129,31,32,0.9382347,0
354,granola bar,363,161,13,15,0.9167607,0
354,notebook,356,129,22,25,0.9556264,0
354,pen,356,134,10,10,0.82406956,0
354,sport drink,326,140,17,19,0.93550545,0
354,water bottle,352,128,21,24,0.8991248,0
354,pill bottle,330,141,10,11,0.8564651,0
354,spray bottle,361,113,23,25,0.9568217,0
354,paper towel,357,120,26,28,0.90835327,0
356,dumbbell,79,180,29,39,0.96683073,0
356,jump rope,74,179,25,79,0.97839123,0
356,step,251,135,51,64,0.94877356,0
356,drawer,351,129,31,32,0.93013775,0
356,granola bar,365,161,13,15,0.89250034,0
356,notebook,356,129,22,25,0.915147,0
356,pen,359,132,10,10,0.8989426,0
356,sport drink,326,142,17,19,0.917935,0
356,water bottle,355,131,21,24,0.9236205,0
356,pill bottle,329,141,10,11,0.76877475,0
356,spray bottle,365,113,23,26,0.95954835,0
356,paper towel,362,113,25,28,0.9602107,0
358,dumbbell,79,180,29,39,0.97459716,0
358,jump rope,74,179,25,79,0.9889226,0
358,step,250,134,51,64,0.9200989,0
358,drawer,347,129,31,33,0.95593077,0
358,granola bar,367,159,13,15,0.93043,0
358,notebook,354,132,22,25,0.9273172,0
358,pen,361,134,10,10,0.79956853,0
358,sport drink,322,142,17,19,0.9277029,0
358,water bottle,356,134,21,24,0.9436875,0
358,pill bottle,328,143,10,11,0.89994943,0
358,spray bottle,365,119,23,25,0.9032486,0
358,paper towel,362,117,25,28,0.87423587,0
360,dumbbell,79,179,29,40,0.9757581,0
360,jump rope,74,179,25,80,0.9906543,0
360,step,249,134,50,63,0.98434514,0
360,drawer,351,129,31,32,0.9387229,0
360,granola bar,370,159,13,15,0.8901463,0
360,notebook,351,132,23,25,0.92880106,0
360,pen,360,135,10,10,0.7727485,0
360,sport drink,320,142,17,19,0.9065826,0
360,water bottle,356,134,22,24,0.90402305,0
360,pill bottle,328,141,10,11,0.90765494,0
360,spray bottle,372,120,23,25,0.92397296,0
360,paper towel,366,114,25,27,0.8501752,0
362,dumbbell,79,179,29,40,0.9805495,0
362,jump rope,74,179,25,80,0.99060667,0
362,step,249,133,50,63,0.91426975,0
362,drawer,348,124,30,33,0.9373117,0
362,granola bar,368,160,13,14,0.94616586,0
362,notebook,352,129,23,25,0.9376345,0
362,pen,362,135,10,10,0.86323535,0
362,sport drink,320,141,17,19,0.8746808,0
362,water bottle,357,131,22,24,0.8948141,0
362,pill bottle,329,140,10,11,0.7084617,0
362,spray bottle,375,120,23,25,0.9489016,0
362,paper towel,370,115,25,27,0.90725315,0
364,dumbbell,79,179,29,40,0.9750947,0
364,jump rope,74,179,25,80,0.98575145,0
364,step,248,132,50,62,0.95089173,0
364,drawer,352,123,30,33,0.9288185,0
364,granola bar,368,160,13,14,0.93350965,0
364,notebook,358,132,23,25,0.9194426,0
364,pen,366,139,10,10,0.8534698,0
364,sport drink,318,138,17,19,0.90729034,0
364,water bottle,360,134,22,24,0.89771163,0
364,pill bottle,332,140,10,11,0.75502414,0
364,spray bottle,372,116,23,25,0.9330532,0
364,paper towel,367,115,25,27,0.9044557,0
366,dumbbell,78,179,29,39,0.9638578,0
366,jump rope,74,179,25,80,0.9887771,0
366,step,247,124,49,62,0.8953185,0
366,drawer,348,119,30,33,0.9235578,0
366,granola bar,367,158,13,14,0.7795569,0
366,notebook,355,132,23,25,0.9375736,0
366,pen,367,141,10,10,0.8316344,0
366,sport drink,315,138,17,19,0.90997136,0
366,water bottle,360,134,22,24,0.90240073,0
366,pill bottle,331,138,10,11,0.8668492,0
366,spray bottle,372,116,22,26,0.9661147,0
366,paper towel,370,111,25,28,0.8222957,0
368,dumbbell,78,179,29,39,0.95954937,0
368,jump rope,74,179,26,80,0.98231196,0
368,step,247,123,50,62,0.91909796,0
368,drawer,344,119,30,33,0.90453416,0
368,granola bar,367,156,13,14,0.8997816,0
368,notebook,349,129,23,25,0.88960826,0
368,pen,370,142,10,10,0.8797978,0
368,sport drink,313,138,17,19,0.93617374,0
368,water bottle,363,131,22,24,0.83507967,0
368,pill bottle,331,140,10,11,0.8686845,0
368,spray bottle,372,116,23,26,0.8960712,0
368,paper towel,378,115,25,28,0.79728365,0
370,dumbbell,78,179,29,39,0.9809537,0
370,jump rope,73,179,26,81,0.9831771,0
370,step,246,115,50,62,0.9061805,0
370,drawer,344,118,30,33,0.86499757,0
370,granola bar,369,154,13,14,0.8697424,0
370,notebook,343,126,23,25,0.92123103,0
370,pen,375,144,10,10,0.8658266,0
370,sport drink,315,141,17,19,0.9252443,0
370,water bottle,364,134,22,24,0.89221317,0
370,pill bottle,333,141,10,11,0.8876983,0
370,spray bottle,370,115,23,26,0.8972156,0
370,paper towel,374,122,25,28,0.67336476,0
372,dumbbell,78,179,29,39,0.94941497,0
372,jump rope,73,180,26,81,0.98286647,0
372,step,253,113,50,62,0.89731544,0
372,drawer,344,118,31,33,0.8887949,0
372,granola bar,370,153,13,14,0.9428586,0
372,notebook,343,123,23,25,0.9304568,0
372,pen,375,144,10,10,0.9318554,0
372,sport drink,313,141,17,19,0.9344088,0
372,water bottle,370,131,22,24,0.858024,0
372,pill bottle,334,145,10,11,0.8763405,0
372,spray bottle,370,115,23,26,0.8885345,0
372,paper towel,378,122,25,28,0.9079717,0
374,dumbbell,79,179,29,39,0.97211087,0
374,jump rope,73,180,26,81,0.97956985,0
374,step,252,120,50,61,0.92448115,0
374,drawer,340,118,31,33,0.9225767,0
374,granola bar,370,153,13,14,0.85899115,0
374,notebook,340,123,23,25,0.9094846,0
374,pen,375,143,10,10,0.8406659,0
374,sport drink,312,141,17,19,0.8993629,0
374,water bottle,376,128,22,25,0.9274055,0
374,pill bottle,333,142,10,11,0.8671882,0
374,spray bottle,370,112,24,25,0.9455262,0
374,paper towel,378,123,25,28,0.9080811,0
376,dumbbell,79,179,29,39,0.9769692,0
376,jump rope,73,180,26,81,0.9837196,0
376,step,259,119,50,60,0.91469216,0
376,drawer,349,117,31,33,0.9220138,0
376,granola bar,369,153,13,14,0.95553887,0
376,notebook,341,127,23,25,0.93163204,0
376,pen,374,144,10,10,0.85291845,0
376,sport drink,312,141,17,19,0.8953726,0
376,water bottle,373,127,22,25,0.92498094,0
376,pill bottle,332,142,10,11,0.90910697,0
376,spray bottle,363,109,24,25,0.8806098,0
376,paper towel,369,124,25,27,0.8466034,0
378,dumbbell,79,179,29,39,0.9861931,0
378,jump rope,73,180,26,81,0.9782105,0
378,step,258,111,49,59,0.926948,0
378,drawer,346,117,31,33,0.86962056,0
378,granola bar,367,151,13,14,0.9110037,0
378,notebook,342,127,23,26,0.85089654,0
378,pen,376,145,10,10,0.81471145,0
378,sport drink,311,139,17,19,0.80034167,0
378,water bottle,377,125,22,24,0.894328,0
378,pill bottle,336,144,10,11,0.8756597,0
378,spray bottle,370,112,24,26,0.8831962,0
378,paper towel,372,121,25,27,0.8176094,0
380,dumbbell,79,178,29,39,0.9812213,0
380,jump rope,73,181,26,81,0.9832476,0
380,step,252,118,49,59,0.88419,0
380,drawer,342,121,31,34,0.89589375,0
380,granola bar,368,152,13,14,0.90221494,0
380,notebook,339,129,23,26,0.90620995,0
380,pen,376,145,10,10,0.87710226,0
380,sport drink,313,141,17,19,0.8998394,0
380,water bottle,380,125,23,24,0.9289291,0
380,pill bottle,337,144,10,12,0.9462521,0
380,spray bottle,370,116,24,26,0.89250594,0
380,paper towel,373,118,25,27,0.8392689,0
382,dumbbell,79,178,29,38,0.9705613,0
382,jump rope,73,180,26,81,0.9826245,0
382,step,259,117,49,59,0.8511752,0
382,drawer,333,121,31,34,0.9228351,0
382,granola bar,367,152,13,14,0.8815632,0
382,notebook,336,126,23,26,0.8065932,0
382,pen,375,140,10,10,0.8315081,0
382,sport drink,312,138,17,19,0.8974612,0
382,water bottle,377,125,23,24,0.9169838,0
382,pill bottle,341,145,10,12,0.8823305,0
382,spray bottle,370,116,24,26,0.9034957,0
382,paper towel,377,128,25,27,0.80826926,0
384,dumbbell,79,178,29,38,0.9587589,0
384,jump rope,73,179,26,82,0.98313487,0
384,step,251,123,49,59,0.8852925,0
384,drawer,333,121,31,34,0.86864716,0
384,granola bar,369,153,13,14,0.7849399,0
384,notebook,333,123,24,26,0.8855662,0
384,pen,378,143,11,10,0.73951274,0
384,sport drink,315,137,16,20,0.9260495,0
384,water bottle,381,122,23,24,0.82171804,0
384,pill bottle,340,147,10,12,0.47620144,0
384,spray bottle,373,112,24,26,0.9032448,0
384,paper towel,377,126,25,26,0.65884656,0
386,dumbbell,79,178,29,39,0.9472276,0
386,jump rope,73,179,26,82,0.9792275,0
386,step,251,115,49,59,0.90451443,0
386,drawer,333,116,31,34,0.8115206,0
386,granola bar,367,156,13,14,0.8574549,0
386,notebook,337,116,24,26,0.8480592,0
386,pen,379,145,10,10,0.73977697,0
386,sport drink,317,137,16,20,0.9083092,0
386,water bottle,384,112,23,24,0.86042213,0
386,pill bottle,337,145,10,12,0.5504216,0
386,spray bottle,373,109,25,26,0.8791287,0
386,paper towel,380,122,25,26,0.53008,0
388,dumbbell,79,182,29,39,0.9609588,0
388,jump rope,73,179,26,82,0.97351396,0
388,step,250,121,49,59,0.9007542,0
388,drawer,337,116,32,34,0.9393767,0
388,granola bar,368,161,12,14,0.92829895,0
388,notebook,334,113,24,26,0.9237511,0
388,pen,381,150,10,10,0.8173247,0
388,sport drink,315,137,16,20,0.919648,0
388,water bottle,384,112,23,25,0.90630907,0
388,pill bottle,336,146,10,12,0.5006369,0
388,spray bottle,375,112,25,27,0.8860241,0
388,paper towel,377,123,25,26,0.70918447,0
390,dumbbell,79,182,29,39,0.96012175,0
390,jump rope,73,179,26,82,0.9634314,0
390,step,250,120,49,59,0.8876274,0
390,drawer,337,116,32,34,0.89549935,0
390,granola bar,368,161,12,14,0.9051587,0
390,notebook,335,113,24,26,0.91881025,0
390,pen,383,150,10,10,0.8503026,0
390,sport drink,313,137,16,20,0.90981156,0
390,water bottle,385,112,23,25,0.8920054,0
390,pill bottle,337,145,10,12,0.7872406,0
390,spray bottle,373,108,25,27,0.95381105,0
390,paper towel,375,123,25,26,0.8030358,0
392,dumbbell,79,182,29,39,0.97423756,0
392,jump rope,73,178,26,83,0.9750182,0
392,step,257,119,48,59,0.9101839,0
392,drawer,333,111,32,34,0.85837996,0
392,granola bar,370,161,12,14,0.9382787,0
392,notebook,332,116,24,26,0.8434655,0
392,pen,382,152,10,10,0.7904201,0
392,sport drink,316,140,17,19,0.9264763,0
392,water bottle,388,115,24,25,0.9146511,0
392,pill bottle,336,143,10,12,0.7988004,0
392,spray bottle,373,104,25,27,0.8833133,0
392,paper towel,385,121,25,26,0.6658472,0
394,dumbbell,79,185,29,39,0.9674,0
394,jump rope,73,179,26,82,0.9785946,0
394,step,257,118,48,59,0.9411573,0
394,drawer,333,115,32,34,0.93531185,0
394,granola bar,369,160,13,13,0.90817153,0
394,notebook,333,116,24,26,0.9285672,0
394,pen,381,150,10,10,0.847621,0
394,sport drink,314,140,17,19,0.9085653,0
394,water bottle,391,111,23,25,0.90134686,0
394,pill bottle,332,147,10,11,0.8319415,0
394,spray bottle,377,103,25,27,0.9142574,0
394,paper towel,381,125,25,26,0.8194342,0
396,dumbbell,78,183,29,40,0.9645107,0
396,jump rope,73,179,26,83,0.96284664,0
396,step,257,117,48,59,0.9360913,0
396,drawer,330,115,32,34,0.8913121,0
396,granola bar,368,158,13,13,0.8928974,0
396,notebook,330,119,24,26,0.80118287,0
396,pen,381,152,10,10,0.84760606,0
396,sport drink,312,140,17,19,0.72213805,0
396,water bottle,388,108,24,25,0.8966384,0
396,pill bottle,335,149,10,11,0.9069443,0
396,spray bottle,378,100,25,27,0.94711566,0
396,paper towel,378,122,25,26,0.8111613,0
398,dumbbell,79,182,29,39,0.9681494,0
398,jump rope,73,178,26,83,0.96042794,0
398,step,256,110,48,58,0.9210462,0
398,drawer,326,115,32,35,0.8536597,0
398,granola bar,366,158,12,13,0.93559265,0
398,notebook,327,123,24,26,0.8116203,0
398,pen,378,152,10,10,0.8859853,0
398,sport drink,315,137,17,19,0.8866345,0
398,water bottle,388,105,24,25,0.9300758,0
398,pill bottle,337,155,10,11,0.8814699,0
398,spray bottle,379,100,24,27,0.96127933,0
398,paper towel,382,123,25,25,0.79320794,0
400,dumbbell,78,182,29,40,0.9711912,0
400,jump rope,73,178,26,83,0.96435523,0
400,step,256,110,47,58,0.94995886,0
400,drawer,322,119,32,35,0.87390965,0
400,granola bar,365,159,13,13,0.84615207,0
400,notebook,324,120,24,26,0.9310098,0
400,pen,377,150,10,10,0.87821394,0
400,sport drink,315,138,17,19,0.9025619,0
400,water bottle,392,104,24,25,0.92733073,0
400,pill bottle,339,155,10,11,0.9245347,0
400,spray bottle,379,100,24,28,0.849962,0
400,paper towel,375,120,25,25,0.714051,0
402,dumbbell,78,181,29,40,0.963229,0
402,jump rope,73,178,26,83,0.96923345,0
402,step,256,108,47,58,0.9363547,0
402,drawer,317,119,32,36,0.85336286,0
402,granola bar,365,159,13,13,0.88598764,0
402,notebook,321,123,24,26,0.78804624,0
