frame,name,x,y,w,h,confidence,ground_truth
620,water bottle,336,126,22,25,0.7778872,0
620,spray bottle,343,126,22,24,0.9196647,0
620,paper towel,353,130,25,27,0.9151032,0
620,pill bottle,345,161,10,10,0.9177545,0
620,dumbbell,76,179,30,40,0.97181094,0
622,step,358,192,55,61,0.88213664,0
622,drawer,323,148,28,28,0.86542857,0
622,granola bar,348,144,13,14,0.9307087,0
622,notebook,349,149,21,21,0.8640434,0
622,pen,370,161,10,10,0.88991976,0
622,sport drink,343,143,16,20,0.4867535,0
622,water bottle,337,138,22,25,0.6155202,0
622,spray bottle,341,128,22,24,0.80743176,0
622,paper towel,353,130,25,27,0.895677,0
622,pill bottle,343,160,10,10,0.85773915,0
622,dumbbell,77,180,30,40,0.97927284,0
624,step,341,194,55,60,0.94761145,0
624,drawer,327,143,28,28,0.9222959,0
624,granola bar,350,142,13,14,0.9262682,0
624,notebook,347,152,21,22,0.87518317,0
624,pen,371,160,10,10,0.9122827,0
624,sport drink,341,153,16,20,0.73733467,0
624,water bottle,337,147,22,25,0.81999356,0
624,spray bottle,347,128,22,24,0.88076377,0
624,paper towel,356,130,25,27,0.9276638,0
624,pill bottle,344,159,10,10,0.9166932,0
624,dumbbell,76,180,30,40,0.9782777,0
626,step,359,193,55,60,0.9582362,0
626,drawer,324,140,28,28,0.8456426,0
626,granola bar,351,140,13,14,0.9472615,0
626,notebook,350,152,21,21,0.86521286,0
626,pen,372,159,10,10,0.8799172,0
626,sport drink,339,156,16,20,0.467476,0
626,water bottle,337,134,22,25,0.691385,0
626,spray bottle,347,128,22,24,0.9133822,0
626,paper towel,356,127,25,27,0.9420742,0
626,pill bottle,344,160,10,10,0.8554106,0
626,dumbbell,76,180,30,40,0.9818618,0
628,step,351,194,53,61,0.941763,0
628,drawer,328,139,28,28,0.9159986,0
628,granola bar,353,142,13,14,0.84150094,0
628,notebook,350,151,21,21,0.89368695,0
628,pen,372,159,10,10,0.85306317,0
628,sport drink,349,154,16,19,0.7058103,0
628,water bottle,338,137,22,24,0.6853797,0
628,spray bottle,344,129,22,24,0.8949555,0
628,paper towel,360,127,26,27,0.8955634,0
628,pill bottle,345,160,10,10,0.9104957,0
628,dumbbell,76,180,30,40,0.9719295,0
630,step,351,187,54,61,0.7872449,0
630,drawer,332,139,28,28,0.85612273,0
630,granola bar,353,141,13,13,0.8622864,0
630,notebook,350,149,21,21,0.9114859,0
630,pen,375,160,10,10,0.84074,0
630,sport drink,349,154,16,19,0.5744297,0
630,water bottle,335,138,22,24,0.7028656,0
630,spray bottle,344,126,22,24,0.88395816,0
630,paper towel,364,128,26,26,0.8420127,0
630,pill bottle,346,159,10,10,0.9036751,0
630,dumbbell,77,180,30,40,0.9682587,0
632,step,358,189,54,61,0.8247885,0
632,drawer,337,135,28,28,0.87481236,0
632,granola bar,351,141,13,13,0.91548735,0
632,notebook,352,149,21,21,0.9288477,0
632,pen,374,162,10,10,0.94480735,0
632,sport drink,350,161,16,19,0.75153863,0
632,water bottle,338,135,22,24,0.58581644,0
632,spray bottle,341,130,22,24,0.8415876,0
632,paper towel,360,132,26,27,0.88188607,0
632,pill bottle,347,158,10,10,0.8630203,0
632,dumbbell,77,180,30,40,0.9634216,0
634,step,359,184,54,61,0.837495,0
634,drawer,334,132,27,28,0.70174545,0
634,granola bar,350,143,13,13,0.79285717,0
634,notebook,353,152,21,21,0.86678445,0
634,pen,372,163,10,10,0.81590784,0
634,sport drink,350,170,17,19,0.49891627,0
634,water bottle,339,132,22,24,0.53093565,0
634,spray bottle,342,127,22,24,0.8957385,0
634,paper towel,360,132,26,26,0.86968255,0
634,pill bottle,346,156,10,10,0.8107807,0
634,dumbbell,76,180,29,40,0.9646029,0
636,step,388,182,53,62,0.9619093,0
636,drawer,338,143,28,28,0.804047,0
636,granola bar,352,144,13,13,0.9120097,0
636,notebook,353,149,22,21,0.908571,0
636,pen,370,163,10,10,0.87793523,0
636,sport drink,353,177,16,19,0.75300366,0
636,water bottle,337,144,22,24,0.6733745,0
636,spray bottle,339,140,22,24,0.8734942,0
636,paper towel,360,143,26,27,0.93408215,0
636,pill bottle,346,155,10,10,0.9201123,0
636,dumbbell,76,180,29,40,0.9593692,0
638,step,370,182,62,55,0.88976675,0
638,drawer,342,153,27,29,0.7688034,0
638,granola bar,352,142,13,13,0.8863125,0
638,notebook,350,149,21,21,0.8289424,0
638,pen,373,164,10,10,0.87210655,0
638,sport drink,345,187,17,18,0.9046388,0
638,water bottle,340,152,22,24,0.5077379,0
638,spray bottle,343,149,22,24,0.83478546,0
638,paper towel,364,139,26,27,0.81708044,0
638,pill bottle,347,155,10,10,0.85952866,0
638,dumbbell,77,180,29,40,0.9735334,0
640,step,382,176,62,55,0.8709692,0
640,drawer,347,153,27,29,0.80833966,0
640,granola bar,351,142,13,13,0.8894379,0
640,notebook,354,152,21,21,0.8810462,0
640,pen,372,165,10,10,0.84313077,0
640,sport drink,343,193,17,19,0.5915831,0
640,water bottle,341,156,22,24,0.552461,0
640,spray bottle,340,152,22,24,0.90545833,0
640,paper towel,371,140,26,27,0.8983438,0
640,pill bottle,345,154,10,10,0.7521918,0
640,dumbbell,76,180,29,40,0.97290546,0
642,step,387,178,61,57,0.8586432,0
642,drawer,347,150,27,29,0.8678365,0
642,granola bar,351,142,13,13,0.95446295,0
642,notebook,354,155,21,21,0.9177865,0
642,pen,375,166,10,10,0.8681104,0
642,sport drink,349,200,17,19,0.81330615,0
642,water bottle,335,168,22,24,0.75512356,0
642,spray bottle,344,156,22,24,0.84633964,0
642,paper towel,371,136,26,27,0.8591639,0
642,pill bottle,344,153,10,10,0.80394095,0
642,dumbbell,76,180,29,40,0.9697779,0
644,step,393,196,58,59,0.8334495,0
644,drawer,345,153,27,29,0.81379914,0
644,granola bar,351,141,13,13,0.9331743,0
644,notebook,352,155,21,22,0.85737646,0
644,pen,375,166,10,10,0.8118444,0
644,sport drink,354,193,17,19,0.679547,0
644,water bottle,333,164,22,24,0.46220407,0
644,spray bottle,345,159,22,24,0.87247044,0
644,paper towel,368,133,25,28,0.88795626,0
644,pill bottle,344,154,10,10,0.8096837,0
644,dumbbell,76,180,29,40,0.9755343,0
646,step,395,221,55,64,0.9180385,0
646,drawer,353,150,27,28,0.8384121,0
646,granola bar,350,142,13,13,0.9185243,0
646,notebook,354,155,21,21,0.862677,0
646,pen,375,165,10,10,0.86192816,0
646,sport drink,355,190,17,19,0.60416144,0
646,water bottle,331,161,22,24,0.5147027,0
646,spray bottle,342,162,22,24,0.7970871,0
646,paper towel,372,130,25,28,0.9603105,0
646,pill bottle,343,153,10,10,0.8828781,0
646,dumbbell,76,180,29,40,0.97758394,0
648,step,399,223,54,64,0.98191315,0
648,drawer,356,145,27,28,0.86528534,0
648,granola bar,346,144,13,13,0.87374806,0
648,notebook,354,155,21,21,0.9068328,0
648,pen,376,165,10,10,0.8710615,0
648,sport drink,350,193,17,19,0.5116439,0
648,water bottle,337,152,22,24,0.6621693,0
648,spray bottle,345,159,22,24,0.9180839,0
648,paper towel,372,129,25,28,0.93357474,0
648,pill bottle,343,151,10,10,0.9343724,0
648,dumbbell,76,180,29,40,0.97880447,0
650,step,383,214,59,61,0.96906495,0
650,drawer,354,146,27,28,0.74119365,0
650,granola bar,345,144,13,13,0.92818135,0
650,notebook,357,152,21,21,0.8769563,0
650,pen,375,163,10,10,0.8608774,0
650,sport drink,353,188,17,19,0.48697513,0
650,water bottle,341,164,22,24,0.6501966,0
650,spray bottle,342,168,22,24,0.88876766,0
650,paper towel,365,129,26,28,0.91104114,0
650,pill bottle,345,150,10,10,0.8988616,0
650,dumbbell,76,180,29,41,0.98056555,0
652,step,389,198,58,62,0.9305148,0
652,drawer,357,145,27,28,0.9069483,0
652,granola bar,347,145,13,13,0.8787628,0
652,notebook,360,152,21,21,0.8990315,0
652,pen,375,165,10,10,0.818368,0
652,sport drink,356,185,17,19,0.64060134,0
652,water bottle,344,161,22,24,0.589346,0
652,spray bottle,343,166,22,24,0.8560601,0
652,paper towel,365,133,26,28,0.86881185,0
652,pill bottle,346,150,10,10,0.9066367,0
652,dumbbell,76,180,29,41,0.97227705,0
654,step,385,193,57,62,0.86288,0
654,drawer,354,141,27,28,0.82565504,0
654,granola bar,345,145,13,13,0.8698463,0
654,notebook,363,150,21,21,0.9014688,0
654,pen,373,164,10,10,0.7971648,0
654,sport drink,351,178,16,19,0.5357054,0
654,water bottle,345,161,22,23,0.5698516,0
654,spray bottle,346,166,22,24,0.8869496,0
654,paper towel,368,129,26,28,0.90748626,0
654,pill bottle,345,149,10,10,0.86438596,0
654,dumbbell,77,180,29,40,0.96545804,0
656,step,390,198,56,64,0.9470117,0
656,drawer,355,137,27,28,0.8873737,0
656,granola bar,344,147,13,13,0.83545834,0
656,notebook,366,147,21,21,0.93617165,0
656,pen,373,166,10,10,0.8446546,0
656,sport drink,350,175,16,19,0.65474945,0
656,water bottle,342,161,22,23,0.7654513,0
656,spray bottle,346,166,22,23,0.910608,0
656,paper towel,372,129,27,28,0.872572,0
656,pill bottle,345,149,10,10,0.84819925,0
656,dumbbell,77,180,29,40,0.9609189,0
658,step,401,208,55,65,0.96857274,0
658,drawer,355,141,27,28,0.847118,0
658,granola bar,344,145,13,13,0.8802325,0
658,notebook,364,147,21,22,0.9164902,0
658,pen,374,167,10,10,0.8899295,0
658,sport drink,348,176,16,19,0.41410258,0
658,water bottle,349,161,22,23,0.7057318,0
658,spray bottle,349,162,22,24,0.8521935,0
658,paper towel,368,130,27,28,0.82974476,0
658,pill bottle,345,149,10,10,0.87523943,0
658,dumbbell,77,179,29,40,0.9694472,0
660,step,404,204,54,67,0.95252275,0
660,drawer,356,151,27,28,0.8620333,0
660,granola bar,343,145,13,14,0.89759165,0
660,notebook,364,147,20,22,0.96094227,0
660,pen,375,166,10,10,0.91446763,0
660,sport drink,349,183,16,18,0.44901672,0
660,water bottle,364,161,22,24,0.7844196,0
660,spray bottle,347,159,22,24,0.81218064,0
660,paper towel,372,129,26,29,0.86512387,0
660,pill bottle,344,148,10,10,0.90191776,0
660,dumbbell,77,180,29,40,0.9657946,0
662,step,387,206,60,63,0.9899922,0
662,drawer,357,148,27,28,0.82709414,0
662,granola bar,343,143,13,13,0.93308806,0
662,notebook,364,148,20,22,0.93711436,0
662,pen,375,166,10,10,0.9090837,0
662,sport drink,345,176,16,18,0.49431077,0
662,water bottle,371,166,20,25,0.7974906,0
662,spray bottle,344,162,22,24,0.7653042,0
662,paper towel,380,134,27,28,0.88039565,0
662,pill bottle,346,147,10,10,0.8869952,0
662,dumbbell,77,179,29,40,0.96566266,0
664,step,391,199,58,66,0.92200685,0
664,drawer,357,148,27,27,0.87086564,0
664,granola bar,343,141,13,13,0.86009324,0
664,notebook,362,148,20,22,0.9452091,0
664,pen,375,165,10,10,0.8923652,0
664,sport drink,345,176,16,18,0.4999555,0
664,water bottle,377,163,20,25,0.46331298,0
664,spray bottle,344,162,23,24,0.9415534,0
664,paper towel,384,130,27,29,0.8874169,0
664,pill bottle,346,147,10,10,0.7962262,0
664,dumbbell,77,179,30,40,0.9583906,0
666,step,382,194,58,66,0.92157686,0
666,drawer,361,144,26,27,0.87663144,0
666,granola bar,341,143,13,13,0.8455759,0
666,notebook,362,149,20,21,0.938067,0
666,pen,376,166,10,10,0.86492765,0
666,sport drink,343,174,16,18,0.666083,0
666,water bottle,375,160,20,25,0.22050516,0
666,spray bottle,344,162,23,24,0.8982753,0
666,paper towel,388,130,26,29,0.8406532,0
666,pill bottle,346,148,10,10,0.90424055,0
666,dumbbell,76,179,30,40,0.9543521,0
668,step,383,211,57,69,0.9248452,0
668,drawer,358,145,26,27,0.84692854,0
668,granola bar,342,143,13,13,0.8269341,0
668,notebook,359,152,20,21,0.91885626,0
668,pen,376,162,10,10,0.92629987,0
668,sport drink,348,171,16,18,0.5706636,0
668,water bottle,373,163,20,25,0.56113464,0
668,spray bottle,341,162,23,24,0.8084713,0
668,paper towel,392,130,26,29,0.9082384,0
668,pill bottle,346,147,10,10,0.849255,0
668,dumbbell,76,179,30,40,0.96015716,0
670,step,396,215,57,69,0.9826773,0
670,drawer,362,158,26,27,0.86759496,0
670,granola bar,340,143,12,14,0.92456484,0
670,notebook,356,154,21,21,0.8314709,0
670,pen,378,161,10,10,0.8434674,0
670,sport drink,351,169,16,18,0.44098788,0
670,water bottle,368,163,21,24,0.62715673,0
670,spray bottle,345,162,22,24,0.86046016,0
670,paper towel,399,134,26,29,0.9202581,0
670,pill bottle,345,147,10,10,0.8824778,0
670,dumbbell,76,179,30,40,0.955119,0
672,step,398,215,59,66,0.9917606,0
672,drawer,367,162,25,28,0.90048516,0
672,granola bar,339,145,12,14,0.781037,0
672,notebook,356,158,21,21,0.9090901,0
672,pen,376,163,10,10,0.90585506,0
672,sport drink,351,171,16,18,0.30408493,0
672,water bottle,369,163,20,24,0.8785243,0
672,spray bottle,352,163,22,24,0.8576774,0
672,paper towel,396,134,27,29,0.865437,0
672,pill bottle,344,151,10,10,0.8065134,0
672,dumbbell,76,179,30,40,0.9567137,0
674,step,382,205,64,63,0.93364936,0
674,drawer,364,162,26,27,0.86061126,0
674,granola bar,337,145,13,14,0.8880726,0
674,notebook,359,158,21,21,0.9260369,0
674,pen,375,164,10,10,0.89214677,0
674,sport drink,358,169,16,18,0.60316294,0
674,water bottle,366,163,20,24,0.53165156,0
674,spray bottle,355,163,22,24,0.9112452,0
674,paper towel,393,131,27,29,0.93517774,0
674,pill bottle,344,150,10,10,0.80390626,0
674,dumbbell,76,179,30,40,0.95646125,0
676,step,385,197,63,64,0.9091381,0
676,drawer,367,162,26,27,0.87460816,0
676,granola bar,336,143,13,14,0.9127255,0
676,notebook,362,159,21,20,0.94278854,0
676,pen,375,164,10,10,0.9042358,0
676,sport drink,358,168,16,18,0.5122907,0
676,water bottle,364,158,21,23,0.54760087,0
676,spray bottle,358,163,22,23,0.9282283,0
676,paper towel,397,131,26,29,0.8962434,0
676,pill bottle,343,151,10,10,0.8415921,0
676,dumbbell,76,179,30,40,0.9548538,0
678,step,389,193,61,65,0.93104845,0
678,drawer,371,159,25,27,0.8875269,0
678,granola bar,334,143,13,14,0.8953013,0
678,notebook,365,159,20,21,0.95357513,0
678,pen,374,163,10,10,0.9045868,0
678,sport drink,366,159,16,18,0.7280807,0
678,water bottle,370,158,20,23,0.5645242,0
678,spray bottle,365,163,22,23,0.9089191,0
678,paper towel,394,131,26,29,0.8890824,0
678,pill bottle,344,150,10,10,0.8539131,0
678,dumbbell,76,179,30,40,0.94485223,0
680,step,396,212,59,67,0.8860981,0
680,drawer,375,162,25,27,0.7027279,0
680,granola bar,336,143,13,13,0.9522168,0
680,notebook,368,159,20,21,0.87698364,0
680,pen,373,163,10,11,0.82556695,0
680,sport drink,369,157,15,18,0.48176455,0
680,water bottle,370,167,21,23,0.3663708,0
680,spray bottle,362,163,22,23,0.8261092,0
680,paper towel,398,131,26,30,0.87368226,0
680,pill bottle,345,149,10,10,0.90961915,0
680,dumbbell,76,178,30,40,0.9581734,0
682,step,408,226,58,68,0.97728956,0
682,drawer,379,159,25,27,0.75967413,0
682,granola bar,334,141,13,13,0.8965348,0
682,notebook,374,157,20,21,0.8692674,0
682,pen,376,159,10,10,0.8708296,0
682,sport drink,367,147,14,19,0.6401737,0
682,water bottle,374,155,20,23,0.44505176,0
682,spray bottle,357,167,22,23,0.81337357,0
682,paper towel,402,128,27,29,0.8733317,0
682,pill bottle,344,153,10,10,0.7531713,0
682,dumbbell,77,178,30,40,0.9678852,0
684,step,408,227,57,67,0.99381423,0
684,drawer,372,156,25,27,0.8700175,0
684,granola bar,331,142,13,14,0.8105577,0
684,notebook,372,157,20,21,0.92180014,0
684,pen,376,160,10,10,0.9056068,0
684,sport drink,365,156,15,19,0.58948946,0
684,water bottle,369,152,20,23,0.7475616,0
684,spray bottle,354,167,22,23,0.8256502,0
684,paper towel,406,124,26,30,0.911147,0
684,pill bottle,342,157,10,10,0.8493221,0
684,dumbbell,76,178,30,39,0.9683108,0
686,step,395,203,59,66,0.8536629,0
686,drawer,376,165,25,27,0.8503955,0
686,granola bar,335,141,13,13,0.80338365,0
686,notebook,374,157,20,21,0.9012585,0
686,pen,377,164,10,10,0.85401183,0
686,sport drink,364,156,15,19,0.5249719,0
686,water bottle,375,161,20,23,0.5846236,0
686,spray bottle,358,167,22,23,0.91246337,0
686,paper towel,410,128,27,30,0.8391088,0
686,pill bottle,344,156,10,10,0.880172,0
686,dumbbell,76,178,30,39,0.96932596,0
688,step,398,195,58,67,0.84293926,0
688,drawer,373,176,25,27,0.79641664,0
688,granola bar,333,139,13,13,0.81237346,0
688,notebook,372,154,20,21,0.90693194,0
688,pen,376,169,10,10,0.89114046,0
688,sport drink,364,154,15,18,0.4049513,0
688,water bottle,373,160,19,24,0.39653787,0
688,spray bottle,359,171,22,23,0.8188572,0
688,paper towel,406,127,27,30,0.8875381,0
688,pill bottle,343,157,10,10,0.8118389,0
688,dumbbell,76,178,30,39,0.9687819,0
690,step,395,198,57,67,0.75468737,0
690,drawer,368,179,25,27,0.6767049,0
690,granola bar,332,144,13,13,0.91277575,0
690,notebook,372,151,20,21,0.9222139,0
690,pen,377,173,10,10,0.8817627,0
690,sport drink,365,154,15,18,0.44316658,0
690,water bottle,371,149,20,23,0.5436911,0
690,spray bottle,362,171,22,23,0.8583101,0
690,paper towel,410,128,27,30,0.8296144,0
690,pill bottle,342,158,10,10,0.85667676,0
690,dumbbell,76,178,30,39,0.9632639,0
692,step,401,214,57,68,0.84647006,0
692,drawer,375,175,25,27,0.8389345,0
692,granola bar,332,144,13,13,0.94130933,0
692,notebook,370,151,20,21,0.85052294,0
692,pen,374,174,10,10,0.795006,0
692,sport drink,359,160,15,18,0.4410977,0
692,water bottle,372,146,20,23,0.4066993,0
692,spray bottle,363,171,22,23,0.8308234,0
692,paper towel,407,128,27,30,0.88811994,0
692,pill bottle,341,160,10,10,0.8570947,0
692,dumbbell,76,178,30,40,0.96857476,0
694,step,407,226,56,68,0.98942566,0
694,drawer,378,165,25,27,0.85728276,0
694,granola bar,332,144,13,13,0.836037,0
694,notebook,368,154,20,21,0.9419012,0
694,pen,373,174,10,10,0.82934415,0
694,sport drink,363,158,15,18,0.64510006,0
694,water bottle,372,154,20,23,0.73035294,0
694,spray bottle,363,168,22,23,0.773082,0
694,paper towel,403,127,27,31,0.82758504,0
694,pill bottle,338,158,10,10,0.83380675,0
694,dumbbell,76,178,30,40,0.9644096,0
696,step,409,216,56,67,0.9958413,0
696,drawer,375,164,26,27,0.84877276,0
696,granola bar,336,150,13,14,0.8228013,0
696,notebook,365,154,20,20,0.8796751,0
696,pen,376,173,10,10,0.9282421,0
696,sport drink,366,156,15,18,0.49066734,0
696,water bottle,378,151,20,22,0.66818744,0
696,spray bottle,367,171,21,23,0.89926344,0
696,paper towel,399,127,27,31,0.9347583,0
696,pill bottle,340,158,10,10,0.89888114,0
696,dumbbell,75,178,30,40,0.9583974,0
698,step,406,200,56,68,0.83729875,0
698,drawer,379,164,26,27,0.8252693,0
698,granola bar,338,150,13,13,0.8672053,0
698,notebook,368,154,20,20,0.92362905,0
698,pen,373,174,10,10,0.8806791,0
698,sport drink,367,157,15,18,0.59480387,0
698,water bottle,381,148,20,23,0.7369273,0
698,spray bottle,368,174,21,23,0.94685674,0
698,paper towel,399,131,27,30,0.84464306,0
698,pill bottle,341,158,10,10,0.78265274,0
698,dumbbell,76,178,30,40,0.97699684,0
700,step,402,193,55,68,0.80557406,0
700,drawer,373,174,25,27,0.7554293,0
700,granola bar,337,154,13,13,0.89931905,0
700,notebook,366,154,20,20,0.83769256,0
700,pen,375,173,10,10,0.8458502,0
700,sport drink,369,159,15,18,0.4171479,0
700,water bottle,379,148,20,23,0.25639993,0
700,spray bottle,366,175,21,23,0.88537335,0
700,paper towel,396,135,27,30,0.8555238,0
700,pill bottle,341,159,10,10,0.8963884,0
700,dumbbell,75,178,30,40,0.96330994,0
702,step,400,190,55,69,0.8529263,0
702,drawer,371,174,25,27,0.82053006,0
702,granola bar,335,156,13,13,0.91110295,0
702,notebook,366,157,20,20,0.87604094,0
702,pen,373,172,10,10,0.86051375,0
702,sport drink,370,159,15,18,0.40276173,0
702,water bottle,377,156,20,23,0.6307251,0
702,spray bottle,366,172,21,23,0.8620837,0
702,paper towel,393,139,28,30,0.8713185,0
702,pill bottle,341,159,10,10,0.9286022,0
702,dumbbell,76,178,29,40,0.97179824,0
704,step,402,209,55,70,0.939793,0
704,drawer,365,174,25,27,0.71965754,0
704,granola bar,335,154,13,13,0.82064605,0
704,notebook,369,155,20,20,0.8756167,0
704,pen,375,171,10,10,0.8486318,0
704,sport drink,372,162,15,17,0.3905265,0
704,water bottle,378,153,20,22,0.45427796,0
704,spray bottle,364,169,21,23,0.8720182,0
704,paper towel,390,144,28,30,0.9099658,0
704,pill bottle,340,158,11,10,0.76183534,0
704,dumbbell,76,178,30,40,0.9612802,0
706,step,416,218,55,70,0.95957166,0
706,drawer,372,170,25,27,0.8248711,0
706,granola bar,337,156,13,13,0.9210218,0
706,notebook,369,155,20,20,0.9490691,0
706,pen,376,171,10,10,0.8872698,0
706,sport drink,377,159,15,17,0.62024707,0
706,water bottle,378,156,20,22,0.60909665,0
706,spray bottle,364,164,21,23,0.8695045,0
706,paper towel,394,144,28,30,0.8517092,0
706,pill bottle,339,157,10,10,0.80855566,0
706,dumbbell,76,178,29,40,0.9762955,0
708,step,420,208,55,68,0.96065253,0
708,drawer,376,180,25,27,0.81983936,0
708,granola bar,334,154,13,13,0.7738554,0
708,notebook,372,153,20,20,0.88707495,0
708,pen,375,173,10,10,0.7217563,0
708,sport drink,377,157,15,17,0.45527986,0
708,water bottle,373,153,20,22,0.7018079,0
708,spray bottle,364,164,20,23,0.9020212,0
708,paper towel,398,148,28,30,0.94283664,0
708,pill bottle,342,163,10,10,0.7889643,0
708,dumbbell,76,178,29,40,0.9745871,0
710,step,406,201,58,65,0.8626922,0
710,drawer,370,184,25,27,0.78324866,0
710,granola bar,332,156,13,13,0.8359167,0
710,notebook,367,153,20,20,0.8897139,0
710,pen,375,173,10,10,0.8376497,0
710,sport drink,373,155,15,17,0.4743291,0
710,water bottle,369,150,20,22,0.5127804,0
710,spray bottle,362,161,20,23,0.84545904,0
710,paper towel,402,144,28,30,0.9134744,0
710,pill bottle,340,167,10,10,0.77270997,0
710,dumbbell,76,178,30,40,0.97430813,0
712,step,405,195,57,66,0.802061,0
712,drawer,367,181,26,27,0.66869956,0
712,granola bar,332,156,13,13,0.9323551,0
